amount_awarded_costs,amount_awarded_interest,amount_awarded_principal,argument_cites_contract_or_document,argument_cites_specific_dates,argument_cites_specific_dollar_amounts,argument_cites_statute_or_legal_basis,argument_has_chronological_timeline,argument_identifies_specific_location,argument_names_specific_witnesses,argument_quantifies_each_damage_component,attempted_mediation,case_number,claim_amount_is_within_small_claims_limit,claim_amount_stated_in_dollars,claim_category,contract_is_signed_by_both_parties,contract_is_written,contract_present,contract_specifies_deadline_or_term,contract_specifies_payment_amount,counterclaim_present,damages_are_ongoing,damages_have_third_party_valuation,damages_include_lost_wages,damages_include_out_of_pocket_costs,damages_include_property_value_loss,defendant_appeared,defendant_count,dismissal_type,document_count,feature_version,gave_opportunity_to_cure,has_attorney_defendant,has_attorney_plaintiff,has_expert_assessment,has_invoices_or_billing_records,has_medical_records,has_photos_or_physical_evidence,has_police_report,has_receipts_or_financial_records,has_repair_or_replacement_estimate,has_signed_contract_attached,has_witness_statements,has_written_communications,judgment_date,missing_features,monetary_amount_claimed,opposing_party_filed_response_documents,opposing_party_has_attorney,outcome,outcome_summary,plaintiff_count,sent_certified_mail,sent_written_demand_letter,text_length,user_has_attorney,user_is_plaintiff,user_seeks_court_costs,user_seeks_interest,witness_count
0.0,0.0,0.0,,,,,,,,,,CSM24868872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-29,True,,,,defendant_win,The defendant shall pay the plaintiff nothing.,,,,,,,,,
583.48,0.0,3943.0,,,,,,,,,,CSM24868873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-23,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding him $3,943 in principal and $583.48 in costs.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868874,,,,,,,,,,,,,,,,,with_prejudice,,,,,False,,,,,,,,,,,2024-10-25,True,,,,dismissed,"The case was dismissed with prejudice on October 25, 2024.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868875,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2024-10-31,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868876,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2024-10-31,True,,,,dismissed,The case was dismissed without prejudice due to no appearances by the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868877,,,,,,,,,,,,,,,,,without_prejudice,,,,,True,,,,,,,,,,,2024-11-01,True,,,,dismissed,"The case was dismissed without prejudice on November 1, 2024.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868878,,,,,,,,,,,,,,,True,,,,,,True,False,,,,,,,,,,,2024-11-22,True,,,,defendant_win,"The court ruled in favor of the defendant, Priority Construction, and the plaintiff waived her claim for monetary damages.",,,,,,,,,
95.0,0.0,1000.0,,,,,,,,,,CSM24868879,,,,,,,,,,,,,,,True,,,,,,False,False,,,,,,,,,,,2024-11-13,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $1,000 in principal and $95 in costs.",,,,,,,,,
75.0,0.0,6903.73,,,,,,,,,,CSM24868880,,,,,,,,,,,,,,,True,,,,,,False,False,,,,,,,,,,,2025-02-19,True,,,,plaintiff_win,Judgment is ordered in favor of Miguel Cota and against Ali Moini Nazeri and Akbar Moini Nazeri in the total amount of $6978.73.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868881,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2024-11-01,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868882,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2024-11-22,True,,,,dismissed,The case was dismissed without prejudice due to no appearances by the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868883,,,,,,,,,,,,,,,,,without_prejudice,,,,,False,,,,,,,,,,,2024-12-12,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
65.0,0.0,2866.65,,,,,,,,,,CSM24868884,,,,,,,,,,,,,,,True,,,,,,False,False,,,,,,,,,,,2025-01-13,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $2,866.65 in principal and $65 in costs.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868885,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2024-11-22,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868886,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2024-11-22,True,,,,dismissed,The court dismissed the entire action without prejudice due to no appearance by the plaintiff.,,,,,,,,,
75.0,0.0,9142.72,,,,,,,,,,CSM24868887,,,,,,,,,,,,,,,False,,,,,,False,False,,,,,,,,,,,2024-11-06,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, Edward L. Van Roden, awarding him $9,142.72 in principal and $75.00 in costs.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868888,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2024-11-13,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
390.0,0.0,1990.0,,,,,,,,,,CSM24868889,,,,,,,,,,,,,,,True,,,,,,True,True,,,,,,,,,,,2024-11-26,True,,,,plaintiff_win,"The court awarded the plaintiff $1,990 in damages and $390 in costs.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868890,,,,,,,,,,,,,,,False,,with_prejudice,,,,False,False,,,,,,,,,,,2025-03-13,True,,,,dismissed,The court ordered the dismissal of the entire action with prejudice pursuant to prior settlement.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868891,,,,,,,,,,,,,,,,,without_prejudice,,,,,True,,,,,,,,,,,2024-11-05,True,,,,dismissed,The case was dismissed without prejudice at the request of the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868892,,,,,,,,,,,,,,,,,without_prejudice,,,,False,False,,,,,,,,,,,2024-11-05,True,,,,dismissed,The case was dismissed without prejudice due to insufficient evidence provided by the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868893,,,,,,,,,,,,,,,,,without_prejudice,,,,,,,,,,,,,,,,2025-01-09,True,,,,dismissed,The case was dismissed without prejudice.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868894,,,,,,,,,,,,,,,False,,without_prejudice,,,,,True,,,,,,,,,,,2025-01-27,True,,,,dismissed,The case was dismissed without prejudice at the request of the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868895,,,,,,,,,,,,,,,,,without_prejudice,,,,,False,,,,,,,,,,,2024-10-30,True,,,,dismissed,"The case was dismissed without prejudice on October 30, 2024.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868896,,,,,,,,,,,,,,,,,without_prejudice,,,,,,,,,,,,,,,,2025-02-06,True,,,,dismissed,The case was dismissed without prejudice with no amounts awarded to either party.,,,,,,,,,
75.0,0.0,7098.58,,,,,,,,,,CSM24868897,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,2025-03-03,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $7,098.58 in principal and $75.00 in costs.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868898,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2024-11-14,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868899,,,,,,,,,,,,,,,,,without_prejudice,,,,,True,,,,,,,,,,,2024-11-25,True,,,,dismissed,"The case was dismissed without prejudice on November 25, 2024.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868900,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2024-11-18,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
80.0,0.0,800.0,,,,,,,,,,CSM24868901,,,,,,,,,,,,,,,True,,,,,,False,False,,,,,,,,,,,2024-11-07,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $800 in principal and $80 in costs.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868902,,,,,,,,,,,,,,,True,,,,,,False,False,,,,,,,,,,,2024-11-19,True,,,,defendant_win,"The court ruled in favor of the defendant, finding that the plaintiff failed to establish notice of the pothole.",,,,,,,,,
0.0,0.0,857.46,,,,,,,,,,CSM24868903,,,,,,,,,,,,,,,False,,,,,,False,False,,,,,,,,,,,2025-01-10,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, Winifred Jiau, ordering the defendant, Getaround, Inc., to pay $857.46.",,,,,,,,,
130.0,0.0,1000.0,,,,,,,,,,CSM24868904,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,2024-11-15,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $1,000 in principal and $130 in costs.",,,,,,,,,
270.0,0.0,115.0,,,,,,,,,,CSM24868905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-06,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, ordering the defendant to pay $115.00 in principal and $270.00 in costs.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868906,,,,,,,,,,,,,,,False,,with_prejudice,,,,False,False,,,,,,,,,,,2024-11-22,True,,,,dismissed,The case was dismissed with prejudice due to no appearance by the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868907,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,2024-11-19,True,,,,defendant_win,The court found that the defendants do not owe the plaintiff any money on the claim.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868908,,,,,,,,,,,,,,,True,,,,,,False,False,,,,,,,,,,,2025-01-30,True,,,,defendant_win,The court ruled that the defendant does not owe the plaintiff any money on the plaintiff's claim.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868909,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2025-01-31,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868910,,,,,,,,,,,,,,,,,without_prejudice,,,,,True,,,,,,,,,,,2024-10-28,True,,,,dismissed,"The case was dismissed without prejudice on October 28, 2024.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868911,,,,,,,,,,,,,,,,,with_prejudice,,,,,,,,,,,,,,,,2025-07-08,True,,,,settled,The case was settled and dismissed with prejudice.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868912,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,True,,,,,,,,,,,2024-12-17,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff and no proof of service.,,,,,,,,,
65.0,0.0,500.0,,,,,,,,,,CSM24868913,,,,,,,,,,,,,,,True,,,,,,False,False,,,,,,,,,,,2024-11-18,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $500 in principal and $65 in costs.",,,,,,,,,
208.0,0.0,3847.5,,,,,,,,,,CSM24868914,,,,,,,,,,,,,,,False,,,,,,False,False,,,,,,,,,,,2025-01-30,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, ordering the defendant to pay $3,847.50 in principal and $208.00 in costs.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868915,,,,,,,,,,,,,,,False,,without_prejudice,,,,,True,,,,,,,,,,,2024-11-22,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868916,,,,,,,,,,,,,,,False,,without_prejudice,,,,,False,,,,,,,,,,,2024-12-11,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
90.0,0.0,6724.0,,,,,,,,,,CSM24868917,,,,,,,,,,,,,,,,,,,,,True,False,,,,,,,,,,,2024-11-27,True,,,,plaintiff_win,"The court ruled in favor of the plaintiffs, awarding them $6,724 in principal and $90 in costs due to the defendant's breach of agreement.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868918,,,,,,,,,,,,,,,True,,,,,,False,False,,,,,,,,,,,2024-11-19,True,,,,defendant_win,Plaintiff failed to meet burden; defendant's testimony was credible.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868919,,,,,,,,,,,,,,,,,without_prejudice,,,,,True,,,,,,,,,,,2024-11-18,True,,,,dismissed,"The case was dismissed without prejudice on November 18, 2024.",,,,,,,,,
90.0,0.0,12500.0,,,,,,,,,,CSM24868920,,,,,,,,,,,,,,,,,,,,,True,False,,,,,,,,,,,2025-01-02,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $12,500 in principal and $90 in costs due to incorrect information provided by the defendant.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868921,,,,,,,,,,,,,,,,,without_prejudice,,,,,True,,,,,,,,,,,2025-02-28,True,,,,dismissed,"The case was dismissed without prejudice on February 28, 2025.",,,,,,,,,
0.0,0.0,6497.0,,,,,,,,,,CSM24868922,,,,,,,,,,,,,,,True,,,,,,False,False,,,,,,,,,,,2025-03-21,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $6,497 in principal damages.",,,,,,,,,
100.0,0.0,1131.0,,,,,,,,,,CSM24868923,,,,,,,,,,,,,,,True,,,,,,False,True,,,,,,,,,,,2024-11-20,True,,,,plaintiff_win,"The court ruled in favor of the plaintiffs, awarding them $1,131.00 in principal and $100.00 in costs.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-12,True,,,,defendant_win,"The court ruled in favor of the defendant, Whole Foods Market, and ordered that they do not owe any money to the plaintiff, Ivan Graddy.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868925,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2024-12-03,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868926,,,,,,,,,,,,,,,,,without_prejudice,,,,False,True,,,,,,,,,,,2025-03-27,True,,,,dismissed,The case was dismissed without prejudice at the request of the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868927,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2024-12-12,True,,,,dismissed,The case was dismissed without prejudice due to no appearances by both parties.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868928,,,,,,,,,,,,,,,False,,without_prejudice,,,,,False,,,,,,,,,,,2024-11-21,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868929,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2025-01-27,True,,,,dismissed,The case was dismissed without prejudice due to no appearances.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868930,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,True,,,,,,,,,,,2024-12-04,True,,,,dismissed,The court ordered dismissal of the entire action without prejudice due to no appearances.,,,,,,,,,
0.0,0.0,1000.0,,,,,,,,,,CSM24868931,,,,,,,,,,,,,,,True,,,,,,False,False,,,,,,,,,,,2024-11-21,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, Melba Gutter, awarding her $1,000 in damages.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868932,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2025-03-26,True,,,,dismissed,The court dismissed the entire action without prejudice due to no appearances.,,,,,,,,,
0.0,0.0,3500.0,,,,,,,,,,CSM24868933,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,2024-11-22,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $3,500 in principal damages.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868934,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2024-11-25,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868935,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,True,,,,,,,,,,,2024-12-04,True,,,,dismissed,The case was dismissed without prejudice at the request of the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868936,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2025-05-21,True,,,,dismissed,The court dismissed the entire action without prejudice due to no appearances.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868937,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2024-11-25,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868938,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2025-01-10,True,,,,dismissed,The case was dismissed without prejudice due to no appearances.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868939,,,,,,,,,,,,,,,True,,,,,,True,False,,,,,,,,,,,2024-11-20,True,,,,defendant_win,"The court ruled in favor of the defendant, Airbnb, Inc., and found that they do not owe any money to the plaintiff, Fang Rong.",,,,,,,,,
0.0,0.0,8099.0,,,,,,,,,,CSM24868940,,,,,,,,,,,,,,,True,,,,,,True,True,,,,,,,,,,,2025-03-27,True,,,,plaintiff_win,"The court ruled in favor of Amy Xu and Edward Losey, awarding them $8,099.00 in principal.",,,,,,,,,
,,,,,,,,,,,,CSM24868941,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,True,,,,,The document indicates a stipulation for a judge pro tem but does not provide a case outcome.,,,,,,,,,
65.0,0.0,1643.49,,,,,,,,,,CSM24868942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $1,643.49 in principal and $65.00 in costs.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868943,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2026-03-04,True,,,,dismissed,The case was dismissed without prejudice due to no appearances.,,,,,,,,,
150.0,431.87,4580.4,,,,,,,,,,CSM24868944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-17,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding them a total of $5,162.27.",,,,,,,,,
90.0,0.0,105.0,,,,,,,,,,CSM24868945,,,,,,,,,,,,,,,True,,,,,,False,False,,,,,,,,,,,2024-11-19,True,,,,plaintiff_win,"The court awarded the plaintiff $105 in principal and $90 in costs, finding that the defendant's failure to pay was not willful due to a bona fide dispute.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868946,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2025-03-24,True,,,,dismissed,The case was dismissed without prejudice due to no appearances.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868947,,,,,,,,,,,,,,,True,,,,,,True,False,,,,,,,,,,,2024-12-09,True,,,,defendant_win,"The court found in favor of the defendant, ruling that the plaintiff failed to prove negligence.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868948,,,,,,,,,,,,,,,True,,,,,,False,False,,,,,,,,,,,2024-12-09,True,,,,defendant_win,The court ruled that the defendant does not owe the plaintiff any money.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868949,,,,,,,,,,,,,,,True,,,,,,False,False,,,,,,,,,,,2024-11-21,True,,,,defendant_win,"The court found in favor of the defendant, SF Rent, and ruled that the plaintiff, Victor Koval, did not prove his case.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-22,True,,,,defendant_win,Judgment for defendant; the defendant does not owe the plaintiff any money.,,,,,,,,,
45.0,0.0,1492.13,,,,,,,,,,CSM24868951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-02,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $1,492.13 in principal and $45.00 in costs.",,,,,,,,,
50.0,0.0,2048.21,,,,,,,,,,CSM24868952,,,,,,,,,,,,,,,True,,,,,,False,False,,,,,,,,,,,2024-11-26,True,,,,plaintiff_win,"The defendant was found liable for not having his dog on a leash, resulting in a judgment in favor of the plaintiff for veterinary costs.",,,,,,,,,
105.0,0.0,2628.04,,,,,,,,,,CSM24868953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-22,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $2,628.04 in principal and $105.00 in costs.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868954,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,True,,,,,,,,,,,2026-01-08,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
125.0,0.0,8425.0,,,,,,,,,,CSM24868955,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,2025-02-07,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, Erin Zhang, awarding her $8,425.00 in principal and $125.00 in costs.",,,,,,,,,
160.0,0.0,3457.71,,,,,,,,,,CSM24868956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-04,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, ordering the defendant to pay $3,457.71 in principal and $160.00 in costs.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868957,,,,,,,,,,,,,,,True,,with_prejudice,,,,False,False,,,,,,,,,,,2025-06-17,True,,,,dismissed,The court dismissed the entire action with prejudice.,,,,,,,,,
0.0,0.0,1220.0,,,,,,,,,,CSM24868958,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,2024-12-02,True,,,,defendant_win,The court granted the motion to vacate the judgment against Electric City.,,,,,,,,,
0.0,0.0,4256.55,,,,,,,,,,CSM24868959,,,,,,,,,,,,,,,,,,,,,False,True,,,,,,,,,,,2025-01-06,True,,,,plaintiff_win,"The court ruled in favor of the plaintiffs, awarding them $4,256.55 in principal due to a motor vehicle accident.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868960,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2025-01-31,True,,,,dismissed,The case was dismissed without prejudice due to no appearances.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868961,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2025-02-07,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868962,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2024-12-02,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
100.0,0.0,1000.0,,,,,,,,,,CSM24868963,,,,,,,,,,,,,,,,,,,,,False,True,,,,,,,,,,,2024-12-18,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $1,000 in principal and $100 in costs.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-30,True,,,,defendant_win,The court ruled that the defendant does not owe the plaintiff any money on the plaintiff's claim.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868965,,,,,,,,,,,,,,,,,without_prejudice,,,,,,,,,,,,,,,,2024-12-05,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
65.0,0.0,8666.6,,,,,,,,,,CSM24868966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-30,True,,,,plaintiff_win,"The court ruled in favor of the plaintiffs, awarding them $8,666.60 in principal and $65 in costs.",,,,,,,,,
50.0,0.0,89.48,,,,,,,,,,CSM24868967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-02-20,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $89.48 in principal and $50 in costs.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868968,,,,,,,,,,,,,,,,,without_prejudice,,,,,True,,,,,,,,,,,2024-11-19,True,,,,dismissed,The case was dismissed without prejudice at the request of the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868969,,,,,,,,,,,,,,,False,,with_prejudice,,,,False,False,,,,,,,,,,,2025-01-21,True,,,,settled,The case was dismissed with prejudice pursuant to a settlement.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868970,,,,,,,,,,,,,,,,,without_prejudice,,,,,True,,,,,,,,,,,2024-11-27,True,,,,dismissed,The case was dismissed without prejudice at the request of the plaintiff.,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868971,,,,,,,,,,,,,,,False,,without_prejudice,,,,False,False,,,,,,,,,,,2024-12-04,True,,,,dismissed,The case was dismissed without prejudice due to no appearance by the plaintiff.,,,,,,,,,
75.0,0.0,12500.0,,,,,,,,,,CSM24868972,,,,,,,,,,,,,,,False,,,,,,True,False,,,,,,,,,,,2024-12-06,True,,,,plaintiff_win,"The court ruled in favor of Jessica Kalafati, ordering Robles Concrete Design to pay $12,500 in principal and $75 in costs.",,,,,,,,,
0.0,0.0,2034.0,,,,,,,,,,CSM24868973,,,,,,,,,,,,,,,True,,,,,,False,False,,,,,,,,,,,2024-12-30,True,,,,plaintiff_win,"The court ruled in favor of Tharathorn Subchairoj, ordering Kochaporn Petchavanon to pay $2034.00 for the theft of luggage.",,,,,,,,,
275.0,0.0,12000.0,,,,,,,,,,CSM24868974,,,,,,,,,,,,,,,True,,,,,,False,False,,,,,,,,,,,2024-12-03,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $12,000 in principal and $275 in costs.",,,,,,,,,
16000.0,0.0,8000.0,,,,,,,,,,CSM24868975,,,,,,,,,,,,,,,,,,,,,False,True,,,,,,,,,,,2024-12-05,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $8,000 in principal and $16,000 in costs.",,,,,,,,,
180.0,0.0,12500.0,,,,,,,,,,CSM24868976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-06,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $12,500 in principal and $180 in costs.",,,,,,,,,
125.0,0.0,12500.0,,,,,,,,,,CSM24868977,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,2025-01-22,True,,,,plaintiff_win,"The court ruled in favor of the plaintiff, awarding $12,500 in principal and $125 in costs.",,,,,,,,,
0.0,0.0,0.0,,,,,,,,,,CSM24868978,,,,,,,,,,,,,,,False,,without_prejudice,,,,,True,,,,,,,,,,,2024-12-11,True,,,,dismissed,The court ordered the dismissal of the entire action without prejudice.,,,,,,,,,
